"branca","nota","id","descrizione","tariffa"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",91.46.04,"ES. ISTOCITOPATOLOGICO APP. UROGENITALE: Polipectomia endocervicale","22,05"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",91.46.05,"ES. ISTOCITOPATOLOGICO MAMMELLA: Biopsia stereotassica",70
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",91.47.01,"ES. ISTOCITOPATOLOGICO MAMMELLA: Nodulectomia",41
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",91.47.02,"ES. ISTOCITOPATOLOGICO SISTEMA EMOPOIETICO: Agobiopsia linfonodale",70
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",91.47.03,"ES. ISTOCITOPATOLOGICO SISTEMA EMOPOIETICO: Agobiopsia linfonodale 
(Sedi multiple)",119
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",91.47.04,"ES. ISTOCITOPATOLOGICO SISTEMA EMOPOIETICO: Asportazione di linfonodo superficiale",119
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",91.47.05,"ES. ISTOCITOPATOLOGICO SISTEMA EMOPOIETICO: Biopsia osteo midollare",119
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",91.48.01,"ES. ISTOCITOPATOLOGICO SISTEMA ENDOCRINO: Agobiopsia tiroidea",70
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",91.48.02,"ES. ISTOCITOPATOLOGICO S.N.P. : Biopsia di nervo periferico",41
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","R m1",91.48.03,"ES. ISTOCITOPATOLOGICO ULTRASTRUTTURALE (S.E.M., T.E.M.)",128
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",91.48.04,"PRELIEVO CITOLOGICO",4
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.",,91.48.05,"PRELIEVO DI SANGUE ARTERIOSO","5,15"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.",,91.49.01,"PRELIEVO DI SANGUE CAPILLARE","2,6"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","m1",91.49.02,"PRELIEVO DI SANGUE VENOSO",3
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","as",91.49.03,"Prelievo vaginale","2,6"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.",,91.49.03,"PRELIEVO MICROBIOLOGICO","2,6"
"DERMOSIFILOPATIA","m1",92.30.01,"ESAME ALLERGOLOGICO STRUMENTALE PER ORTICARIE FISICHE","7,5"
"DERMOSIFILOPATIA","m1",92.30.02,"INDAGINI FOTOBIOLOGICHE PER FOTODERMATOSI [FOTO PATCH TEST]","6,5"
"DERMOSIFILOPATIA","m1",92.30.03,"INDAGINI FOTOBIOLOGICHE PER FOTODERMATOSI [FOTOTEST]","5,5"
"DERMOSIFILOPATIA","as",92.30.04,"La tariffa si intende comprensiva degli allergeni saggiati oltre a quelli previsti","12,5"
"DERMOSIFILOPATIA","m1",92.30.04,"SCREENING ALLERGOLOGICO PER INALANTI (Fino a 7 allergeni)","12,5"
"DERMOSIFILOPATIA","m1",92.30.05,"TEST EPICUTANEI A LETTURA RITARDATA [PATCH TEST] (Fino a 20 allergeni)","33,5"
"DERMOSIFILOPATIA","as",92.30.05,"La tariffa si intende comprensiva degli allergeni saggiati oltre a quelli previsti","33,5"
"DERMOSIFILOPATIA","m1",92.30.06,"TEST PERCUTANEI E INTRACUTANEI A LETTURA IMMEDIATA (Fino a 12 allergeni)","24,5"
"DERMOSIFILOPATIA","as",92.30.06,"Challenge test","24,5"
"DERMOSIFILOPATIA","as",92.30.06,"La tariffa si intende comprensiva degli allergeni saggiati oltre a quelli previsti","24,5"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","Im1",911711,"VIRUS EPATITE  [E]  ANTICORPI (HEV AB)",10
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","I","91185R","VIRUS EPATITE B [HBV] ANTICORPI HBV-Reflex 
Non associabile a: 
VIRUS EPATITE B [HBV] ANTICORPI HBcAg (cod. 91.17.5, 
VIRUS EPATITE B [HBV] ANTICORPI HBeAg (cod. 91.18.2),VIRUS EPATITE B [HBV] ANTICORPI HBsAg (cod. 91.18.3), 
VIRUS EPATITE B [HBV] ANTIGENE HBeAg (cod. 91.18.4), 
VIRUS EPATITE B [HBV] ANTIGENE HBsAg (cod. 91.18.5)",25
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",912840,"Analisi citogenetica per mosaicismo 
Incluso cod. 91.33.5 COLTURA DI CELLULE DI ALTRI TESSUTI ; 91.28.4 ANALISI CITOGENETICA PER STUDIO MOSAICISMO CROMOSOMICO","220,8"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**IRr",912900,"DISOMIE UNIPARENTALI UPD
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, , 91.30.2 ANALISI DI POLIMORFISMI (str, VNTR)Con reazione polimerasica a catena ed elettroforesi (per locus)",1020
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**IRr",912901,"RICERCA DI MUTAZIONE IDENTIFICATA IN CASO DI FAMILIARITÀ 
(test mirato)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali,91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",250
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",912902,"ESCLUSIONE DI CONTAMINAZIONE DA DNA MATERNO NELLE ANALISI GENETICHE PRENATALI
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali,91.30.2 ANALISI DI POLIMORFISMI (str, VNTR) Con reazione polimerasica a catena ed elettroforesi (per locus)",600
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.",,912903,"REAZIONE DI TRASCRIZIONE INVERSA SU RNA MESSAGGERO",75
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",912930,"Analisi QF-PCR comuni aneuploidie (5 cromosomi) 
Incluso 91.36.5 ESTRAZIONE DI DNA O DI RNA  (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali; 91.30.2 ANALISI DI POLIMORFISMI (str, VNTR)","368,6"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",912931,"Analisi QF-PCR comuni aneuploidie (più di 5 cromosomi)
Incluso 91.36.5 ESTRAZIONE DI DNA O DI RNA  (nucleare o mitocondriale)  Da sangue periferico, tessuti, colture cellulari, villi coriali; 91.30.2 ANALISI DI POLIMORFISMI (str, VNTR)  x 2","523,4"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","I ** Rr",913031,"TEST DI FARMACORESISTENZA PER HIV",225
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",913050,"Analisi cariotipo standard su fibroblasti (include cod. 91.34.1 COLTURA DI FIBROBLASTI  -
cod. 91.30.5 CARIOTIPO DA METAFASI DI FIBROBLASTI O DI ALTRI TESSUTI (Mat abortivo, ecc )","237,2"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",913051,"Analisi cariotipo standard su villi coriali (QF-PCR comuni aneuploidie e metodo coltura)
Incluso 91.36.5 ESTRAZIONE DI DNA O DI RNA  (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali; 91.30.2 ANALISI DI POLIMORFISMII (str, VNTR)  x2; 91.35.4 COLTURA DI VILLI CORIALI ; 91.30.5 CARIOTIPO DA METAFASI DI FIBROBLASTI O DI ALTRI TESSUTI (Mat  abortivo, ecc )","607,2"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",913120,"Analisi cariotipo standard su linfociti periferici
Incluso 91.34.5 COLTURA DI LINFOCITI PERIFERICI CON PHA O ALTRI MITOGENI; 91.31.2 CARIOTIPO DA METAFASI LINFOCITARIE","209,9"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",913121,"Analisi cariotipo alta risoluzione su linfociti periferici 
Incluso 91.34.5  COLTURA DI LINFOCITI PERIFERICI CON PHA O ALTRI MITOGENI;  91.30.4 CARIOTIPO  AD ALTA RISOLUZIONE   - bandeggio aggiuntivo","334,2"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",913340,"Analisi cariotipo standard su amniociti
Incluso 91.33.4 COLTURA DI AMNIOCITI; 91.31.1CARIOTIPO DA METAFASI DI LIQUIDO AMNIOTICO","244,2"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",913350,"Analisi cariotipo standard su cellule altri tessuti
Incluso 91.33.5 COLTURA DI CELLULE DI ALTRI TESSUTI; 91.30.5 CARIOTIPO DA METAFASI DI FIBROBLASTI O DI ALTRI TESSUTI (Mat  abortivo, ecc )","180,8"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",913440,"Analisi cariotipo standard su linfociti fetali 
Incluso 91.34.4 COLTURA DI LINFOCITI FETALI CON PHA; 91.31.2 CARIOTIPO DA METAFASI LINFOCITARIE","303,9"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",913441,"Analisi cariotipo alta risoluzione su linfociti fetali
Incluso 91.34.4 COLTURA DI LINFOCITI FETALI CON PHA; 91.30.4 CARIOTIPO  AD ALTA RISOLUZIONE - bandeggio aggiuntivo",331
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",913510,"Analisi cariotipo standard su materiale abortivo 
Incluso 91.35.1 COLTURA DI MATERIALE ABORTIVO; 91.30.5 CARIOTIPO DA METAFASI DI FIBROBLASTI O DI ALTRI TESSUTI (Mat  abortivo, ecc )","211,8"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",913530,"Analisi  cariotipo standard su villi coriali (metodo diretto)
Incluso 91.35.3 COLTURA DI VILLI CORIALI (A breve termine); 91.31.4 CARIOTIPO DA METAFASI SPONTANEE DI VILLI CORIALI","218,6"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",913531,"Analisi  cariotipo standard su villi coriali (metodo diretto e coltura)
Incluso 91.35.3 COLTURA DI VILLI CORIALI (A breve termine); 91.35.4 COLTURA DI VILLI CORIALI; 91.31.4  CARIOTIPO DA METAFASI SPONTANEE DI VILLI CORIALI; 91.30.5 CARIOTIPO DA METAFASI DI FIBROBLASTI O DI ALTRI TESSUTI (Mat  abortivo, ecc ) 
",457
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",913540,"Analisi cariotipo standard su villi coriali (metodo coltura)
Incluso 91.35.4 COLTURA DI VILLI CORIALI; 91.30.5 CARIOTIPO DA METAFASI DI FIBROBLASTI O DI ALTRI TESSUTI (Mat  abortivo, ecc )","238,4"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**IRr",913710,"IBRIDAZIONE IN SITU (FISH) SU METAFASI, NUCLEI INTERFASICI, TESSUTI
con pannello di sonde subtelomeriche per 23 cromosomi",495
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**IRr",913711,"IBRIDAZIONE IN SITU (FISH) SU METAFASI, NUCLEI INTERFASICI, TESSUTI
con pannello di sonde alfoidi per 23 cromosomi",445
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**IRr",913712,"IBRIDAZIONE IN SITU (FISH) SU METAFASI, NUCLEI INTERFASICI, TESSUTI con pannello di sonde painting per 23 cromosomi; 
non associabile con la prestazione cod. 91.37.5",545
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**IRr",913713,"IBRIDAZIONE IN SITU (FISH) SU NUCLEI INTERFASICI
con pannello di sonde per diagnosi aneuploidie 5 cromosomi",460
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**IRr",913714,"ANALISI MEDIANTE FISH SU METAFASI, NUCLEI INTERFASICI, TESSUTI, 
con pannello di sonde subtelomeriche per 23 cromosomi 
(include coltura cellulare)",590
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**IRr",913715,"ANALISI MEDIANTE FISH SU METAFASI, NUCLEI INTERFASICI, TESSUTI, con pannello di sonde alfoidi  per 23 cromosomi 
Incluso coltura cellulare; non associabile con la prestazione cod. 913718",540
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**IRr",913716,"ANALISI MEDIANTE FISH SU METAFASI, NUCLEI INTERFASICI, TESSUTI, con pannello di sonde painting  per 23 cromosomi
Incluso coltura cellulare; non associabile con la prestazione cod. 913720",640
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",913718,"Analisi mediante FISH su metafasi, nuclei interfasici, tessuti con sonde alfoidi 
Incluso:  91.33.5 COLTURA DI CELLULE DI ALTRI TESSUTI; 91.37.4 IBRIDAZIONE IN SITU (FISH) SU METAFASI, NUCLEI INTERFASICI, TESSUTImediante sonde molecolari alfoidi ed altre sequenze ripetute","258,5"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",913720,"Analisi mediante FISH su metafasi, nuclei interfasici, tessuti con sonde painting 
Incluso: 91.33.5 COLTURA DI CELLULE DI ALTRI TESSUTI; 91.37.5 IBRIDAZIONE IN SITU (FISH) SU METAFASI, NUCLEI INTERFASICI, TESSUTImediante sonde molecolari painting","294,6"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr",913730,"Analisi mediante FISH su metafasi, nuclei interfasici, tessuti con sonde cosmidiche 
Incluso: 91.33.5 COLTURA DI CELLULE DI ALTRI TESSUTI; 91.37.3 IBRIDAZIONE IN SITU (FISH) SU METAFASI, NUCLEI INTERFASICI, TESSUTI mediante sonde molecolaria singola copia in cosmide","334,5"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**A I Rr",913810,"ANALISI MUTAZIONALE GENE BRCA1 (TEST COMPLETO).
Incluso: Analisi di segmenti di DNA mediante sequenziamento (91.30.3),  Estrazione di DNA o RNA (nucleare o mitocondriale) (91.36.5), Ricerca mutazione (DGGE) Ricerca heteroduplex (HA) (91.38.1)",1600
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**A I Rr",913811,"ANALISI MUTAZIONALE GENE BRCA2 (TEST COMPLETO).
Incluso: Analisi di segmenti di DNA mediante sequenziamento (91.30.3), Estrazione di DNA o RNA (nucleare o mitocondriale) (91.36.5), Ricerca mutazione (DGGE) Ricerca heteroduplex (HA) (91.38.1)",1900
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**A I Rr",913812,"RICERCA DI MUTAZIONE FAMILIARE IN BRCA1 O BRCA2 (TEST MIRATO).
Incluso: Analisi di segmenti di DNA mediante sequenziamento (91.30.3), Estrazione di DNA o RNA (nucleare o mitocondriale) (91.36.5)",350
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**A I Rr",913813,"RICERCA RIARRANGIAMENTI BRCA1 O BRCA2 MEDIANTE MLPA.
Incluso: Analisi di polimorfismi (str, VNTR) con reazione polimerasica a catena ed elettroforesi (per locus) (91.30.2), Estrazione di DNA o RNA (nucleare o mitocondriale) (91.36.5)",430
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","as",913851,"Test di vitalità degli spermatozoi","18,7"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","I m1",913851,"ES. CITOLOGICO DI MATERIALE NAS","18,7"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","as",913851,"Cromatina del sesso","18,7"
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRrm1",915000,"ANALISI MUTAZIONALE GENI FGFR1 e FGFR2 e FGFR3 
(test mirato)
Incluso: 91.36.5 ESTRAZIONE DI DNA O DI RNA (nucleare o mitocondriale) Da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 (ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",1025
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr m1",915001,"ANALISI MUTAZIONALE GENI FGFR1 e FGFR2 e FGFR3 e TWIST1 
(test completo)
Incluso: 91.36.5 estrazione di DNA o di RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",3640
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr m1",915002,"ANALISI MUTAZIONALE GENI BRAF e KRAS e HRAS 
(test mirato)
Incluso: 91.36.5 estrazione di DNA o di RNA (nucleare o mitocondriale) da sangue periferico, tessuti, colture cellulari, villi coriali, 91.29.3 ANALISI DI MUTAZIONE DEL DNACon reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",3070
"LAB. ANALISI CHIMICO CLINICHE E MICROBIOLOGICHE-MICROBIOLOGIA-VIROLOGIA-ANATOMIA E ISTOLOGIA PATOLOGICA-GENETICA-IMMUNOEMATOLOGIA E S. TRASF.","**AIRr m1",915003,"ANALISI MUTAZIONALE GENI PTPN11, SOS1, RAF1, RIT1 (test mirato)Incluso: 91.36.5 estrazione di DNA o di RNA (nucleare o mitocondriale) da  sangue periferico, tessuti, colture cellulari, villi coriali;  91.29.3 ANALISI DI MUTAZIONE DEL DNA Con reazione polimerasica a catena e elettroforesi, 91.30.3 ANALISI DI SEGMENTI DI DNA MEDIANTE SEQUENZIAMENTO (Blocchi di circa 400 bp)",2170
