"principio_attivo","principio_attivo_confezione","atc","id","farmaco","farmaco_confezione",
"Lacidipina","28 UNITA' 4 MG - USO ORALE","C08CA09",42211019,"LACIPIL","""4 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE DIVISIBILI",
"Lacidipina","28 UNITA' 4 MG - USO ORALE","C08CA09",27831039,"LACIREX","""4 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Lacidipina","28 UNITA' 4 MG - USO ORALE","C08CA09",28804033,"LADIP","""4 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE DIVISIBILI",
"Lacidipina","28 UNITA' 4 MG - USO ORALE","C08CA09",27887076,"VIAPRES","""4 MG COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE DIVISIBILI",
"Lamivudina","28 UNITA' 100 MG - USO ORALE","J05AF05",41140017,"LAMIVUDINA TEVA","""100 MG - COMPRESSE RIVESTITE CON FILM"" - USO ORALE - BLISTER (PVC/PVDC/ALU) 28 COMPRESSE",
"Lamivudina","28 UNITA' 100 MG - USO ORALE","J05AF05",34506016,"ZEFFIX","""100 MG  COMPRESSE RIVESTITE CON FILM"" 28 COMPRESSE",
"Lamotrigina","28 UNITA' 25 MG - USO ORALE","N03AX09",27807054,"LAMICTAL","""25 MG COMPRESSE DISPERSIBILI"" 28 COMPRESSE",
"Lamotrigina","28 UNITA' 25 MG - USO ORALE","N03AX09",41087228,"LAMOTRIGINA AUROBINDO","""25 MG COMPRESSE DISPERSIBILI"" 28 COMPRESSE IN BLISTER PVC/ACLAR/AL",
"Lamotrigina","28 UNITA' 25 MG - USO ORALE","N03AX09",36821371,"LAMOTRIGINA DOC","""25 MG COMPRESSE DISPERSIBILI"" 28 COMPRESSE IN BLISTER ACLAR PVC/AL",
"Lamotrigina","28 UNITA' 25 MG - USO ORALE","N03AX09",36780373,"LAMOTRIGINA EG","""25 MG COMPRESSE DISPERSIBILI"" 28 COMPRESSE IN BLISTER ACLAR PVC/AL",
"Lamotrigina","28 UNITA' 25 MG - USO ORALE","N03AX09",36486025,"LAMOTRIGINA HEXAL","""25 MG COMPRESSE DISPERSIBILI"" 28 COMPRESSE",
"Lamotrigina","56 UNITA' 100 MG - USO ORALE","N03AX09",27807078,"LAMICTAL","""100 MG COMPRESSE DISPERSIBILI"" 56 COMPRESSE",
"Lamotrigina","56 UNITA' 100 MG - USO ORALE","N03AX09",41087673,"LAMOTRIGINA AUROBINDO","""100 MG COMPRESSE DISPERSIBILI"" 56 COMPRESSE IN BLISTER PVC/ACLAR/AL",
"Lamotrigina","56 UNITA' 100 MG - USO ORALE","N03AX09",36821852,"LAMOTRIGINA DOC","""100 MG COMPRESSE DISPERSIBILI"" 56 COMPRESSE IN BLISTER ACLAR PVC/AL",
"Lamotrigina","56 UNITA' 100 MG - USO ORALE","N03AX09",36780854,"LAMOTRIGINA EG","""100 MG COMPRESSE DISPERSIBILI"" 56 COMPRESSE IN BLISTER ACLAR PVC/AL",
"Lamotrigina","56 UNITA' 100 MG - USO ORALE","N03AX09",36486049,"LAMOTRIGINA HEXAL","""100 MG COMPRESSE DISPERSIBILI"" 56 COMPRESSE",
"Lamotrigina","56 UNITA' 200 MG - USO ORALE","N03AX09",27807092,"LAMICTAL","""200 MG COMPRESSE DISPERSIBILI"" 56 COMPRESSE",
"Lamotrigina","56 UNITA' 200 MG - USO ORALE","N03AX09",41087875,"LAMOTRIGINA AUROBINDO","""200 MG COMPRESSE DISPERSIBILI"" 56 COMPRESSE IN BLISTER PVC/ACLAR/AL",
"Lamotrigina","56 UNITA' 200 MG - USO ORALE","N03AX09",36821991,"LAMOTRIGINA DOC","""200 MG COMPRESSE DISPERSIBILI"" 56 COMPRESSE IN BLISTER ACLAR PVC/AL",
"Lamotrigina","56 UNITA' 200 MG - USO ORALE","N03AX09",36780993,"LAMOTRIGINA EG","""200 MG COMPRESSE DISPERSIBILI"" 56 COMPRESSE IN BLISTER ACLAR PVC/AL",
"Lamotrigina","56 UNITA' 200 MG - USO ORALE","N03AX09",36486052,"LAMOTRIGINA HEXAL","""200 MG COMPRESSE DISPERSIBILI"" 56 COMPRESSE",
"Lamotrigina","56 UNITA' 50 MG - USO ORALE","N03AX09",27807080,"LAMICTAL","""50 MG COMPRESSE DISPERSIBILI"" 56 COMPRESSE",
"Lamotrigina","56 UNITA' 50 MG - USO ORALE","N03AX09",41087471,"LAMOTRIGINA AUROBINDO","""50 MG COMPRESSE DISPERSIBILI"" 56 COMPRESSE IN BLISTER PVC/ACLAR/AL",
"Lamotrigina","56 UNITA' 50 MG - USO ORALE","N03AX09",36821635,"LAMOTRIGINA DOC","""50 MG COMPRESSE DISPERSIBILI"" 56 COMPRESSE IN BLISTER ACLAR PVC/AL",
"Lamotrigina","56 UNITA' 50 MG - USO ORALE","N03AX09",36780637,"LAMOTRIGINA EG","""50 MG COMPRESSE DISPERSIBILI"" 56 COMPRESSE IN BLISTER ACLAR PVC/AL",
"Lamotrigina","56 UNITA' 50 MG - USO ORALE","N03AX09",36486037,"LAMOTRIGINA HEXAL","""50 MG COMPRESSE DISPERSIBILI"" 56 COMPRESSE",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",37264013,"ERMES","""15 MG CAPSULE RIGIDE"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",37274014,"EUGASTRAN","""15 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",37079098,"FRILANS","""15 MG CAPSULE RIGIDE GASTRORESISTI"" 14 CAPSULE IN BLISTER OPA/AL/PVC-AL",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",37775018,"KROVANEG","""15 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",38064010,"LANSOPRAZOLO ABC","""15 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE IN BLISTER",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",37266018,"LANSOPRAZOLO ACTAVIS","""15 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",42680013,"LANSOPRAZOLO ACTAVIS PTC","""15 MG COMPRESSE ORODISPERSIBILI"" 14 COMPRESSE IN BLISTER OPA/AL/PVC/AL",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",37265016,"LANSOPRAZOLO ALMUS","""15 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",36912018,"LANSOPRAZOLO ALTER","""15 MG CAPSULE RIGIDE"" GASTRORESISTENTI"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",37294016,"LANSOPRAZOLO ANGENERICO","""15 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",36853012,"LANSOPRAZOLO DOC GENERICI","""15 MG CAPSULE RIGIDE"" GASTRORESISTENTI"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",36891087,"LANSOPRAZOLO EG","""15 MG CAPSULE RIGIDE"" GASTRORESISTENTI"" 14 CAPSULE IN BLISTER AL/AL",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",37267010,"LANSOPRAZOLO FG","""15 MG CAPSULE RIGIDE"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",37156078,"LANSOPRAZOLO GERMED","""15 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE IN BLISTER ALU/ALU",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",37131036,"LANSOPRAZOLO HEXAL","""15 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE IN BLISTER AL/AL",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",36920294,"LANSOPRAZOLO KRKA","""15 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE IN BLISTER OPA/AL/PVC",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",42070019,"LANSOPRAZOLO LABORATORI ALTER","""15 MG COMPRESSE ORODISPERSIBILI"" 14 COMPRESSE IN BLISTER AL/AL",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",40843029,"LANSOPRAZOLO MYLAN","""15 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE IN BLISTER PVC/PVDC/AL",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",36757021,"LANSOPRAZOLO MYLAN GENERICS","""15 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE IN BLISTER ALU/OPA/PVC/PET",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",41692029,"LANSOPRAZOLO MYLAN GENERICS ITALIA","""15 MG COMPRESSE ORODISPERSIBILI"" 14 COMPRESSE IN BLISTER OPA/AL/PVC/CARTA/PET/AL/HSL",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",36704017,"LANSOPRAZOLO PENSA","""15 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",36704056,"LANSOPRAZOLO PENSA","""15 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE IN FLACONE HDPE",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",37529017,"LANSOPRAZOLO RANBAXY","""15 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE IN BLISTER AL/PVC/PA/AL",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",39725027,"LANSOPRAZOLO RATIOPHARM","""15 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE IN BLISTER AL/AL",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",37124031,"LANSOPRAZOLO SANDOZ","""15 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE IN BLISTER AL/AL",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",42480018,"LANSOPRAZOLO SANDOZ BV","""15 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE IN BLISTER OPA-AL-PVC/AL",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",37187010,"LANSOPRAZOLO TECNIGEN","""15 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",42069017,"LANSOPRAZOLO TECNIGEN ITALIA","""15 MG COMPRESSE ORODISPERSIBILI"" 14 COMPRESSE IN BLISTER AL/AL",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",37496104,"LANSOPRAZOLO TEVA","""15 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE IN BLISTER AL/PA/AL/PVC",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",37239050,"LANSOPRAZOLO UNION HEALTH","""15 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",36705010,"LANSOPRAZOLO ZENTIVA","""15 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",28600029,"LANSOX","""15 MG CAPSULE RIGIDE"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",28600070,"LANSOX","""15 MG COMPRESSE ORODISPERSIBILI"" 14 COMPRESSE",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",37186018,"LEVOGENIX","""15 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",28755027,"LIMPIDEX","""15 MG CAPSULE RIGIDE"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",28755078,"LIMPIDEX","""15 MG COMPRESSE ORODISPERSIBILI"" 14 COMPRESSE",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",37651015,"LOMEVEL","""15 MG CAPSULE RIGIDE"" GASTRORESISTENTI 14 CAPSULE",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",37922010,"PEPTIREX","""15 MG CAPSULE RIGIDE"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",37923012,"PERGASTID","""15 MG CAPSULE RIGIDE"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",28775029,"ZOTON","""15 MG CAPSULE RIGIDE"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 15 MG - USO ORALE","A02BC03",28775070,"ZOTON","""15 MG COMPRESSE ORODISPERSIBILI"" 14 COMPRESSE",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",37264025,"ERMES","""30 MG CAPSULE RIGIDE"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",37274026,"EUGASTRAN","""30 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",37079148,"FRILANS","""30 MG CAPSULE RIGIDE GASTRORESISTI"" 14 CAPSULE IN BLISTER OPA/AL/PVC-AL",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",37775020,"KROVANEG","""30 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",33488026,"LANGAST","""30 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE IN BLISTER",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",38064059,"LANSOPRAZOLO ABC","""30 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE IN BLISTER",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",37266020,"LANSOPRAZOLO ACTAVIS","""30 MG CAPSULE RIGIDE"" 14CAPSULE",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",42680052,"LANSOPRAZOLO ACTAVIS PTC","""30 MG COMPRESSE ORODISPERSIBILI"" 14 COMPRESSE IN BLISTER OPA/AL/PVC/AL",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",37265028,"LANSOPRAZOLO ALMUS","""30 MG CAPSULE RIGIDE"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",36912020,"LANSOPRAZOLO ALTER","""30 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14CAPSULE",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",37294028,"LANSOPRAZOLO ANGENERICO","""30 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",36853036,"LANSOPRAZOLO DOC GENERICI","""30 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",36891048,"LANSOPRAZOLO EG","""30 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE IN BLISTER AL/AL",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",37267022,"LANSOPRAZOLO FG","""30 MG CAPSULE RIGIDE"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",37156104,"LANSOPRAZOLO GERMED","""30 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE IN BLISTER ALU/ALU",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",37131152,"LANSOPRAZOLO HEXAL","""30 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE IN BLISTER AL/AL",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",36920256,"LANSOPRAZOLO KRKA","""30 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE IN BLISTER OPA/AL/PVC",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",42070045,"LANSOPRAZOLO LABORATORI ALTER","""30 MG COMPRESSE ORODISPERSIBILI"" 14 COMPRESSE IN BLISTER AL/AL",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",36757134,"LANSOPRAZOLO MYLAN GENERICS","""30 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE IN BLISTER ALU/OPA/PVC/PET",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",41692132,"LANSOPRAZOLO MYLAN GENERICS ITALIA","""30 MG COMPRESSE ORODISPERSIBILI"" 14 COMPRESSE IN BLISTER OPA/AL/PVC/CARTA/PET/AL/HSL",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",36704031,"LANSOPRAZOLO PENSA","""30 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",36704070,"LANSOPRAZOLO PENSA","""30 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE IN FLACONE HDPE",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",37529171,"LANSOPRAZOLO RANBAXY","""30 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE IN BLISTER AL/PVC/PA/AL",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",39725078,"LANSOPRAZOLO RATIOPHARM","""30 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE IN BLISTER AL/AL",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",37124169,"LANSOPRAZOLO SANDOZ","""30 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE IN BLISTER AL/AL",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",42480107,"LANSOPRAZOLO SANDOZ BV","""30 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE IN BLISTER OPA-AL-PVC/AL",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",37187022,"LANSOPRAZOLO TECNIGEN","""30 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",42069043,"LANSOPRAZOLO TECNIGEN ITALIA","""30 MG COMPRESSE ORODISPERSIBILI"" 14 COMPRESSE IN BLISTER AL/AL",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",37496142,"LANSOPRAZOLO TEVA","""30 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE IN BLISTER AL/PA/AL/PVC",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",37239062,"LANSOPRAZOLO UNION HEALTH","""30 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",36705034,"LANSOPRAZOLO ZENTIVA","""30 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",28600017,"LANSOX","""30 MG CAPSULE RIGIDE"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",28600094,"LANSOX","""30 MG COMPRESSE ORODISPERSIBILI"" 14 COMPRESSE",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",40737025,"LANSOX","30 MG CAPSULE RIGIDE 14 CAPSULE",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",43314018,"LANSOX","""30 MG CAPSULE RIGIDE"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",37186020,"LEVOGENIX","""30 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",28755015,"LIMPIDEX","""30 MG CAPSULE RIGIDE"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",28755092,"LIMPIDEX","""30 MG COMPRESSE ORODISPERSIBILI"" 14 COMPRESSE",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",37651027,"LOMEVEL","""30 MG CAPSULE RIGIDE GASTRORESISTENTI"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",37922022,"PEPTIREX","""30 MG CAPSULE RIGIDE"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",37923024,"PERGASTID","""30 MG CAPSULE RIGIDE"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",28775017,"ZOTON","""30 MG CAPSULE RIGIDE"" 14 CAPSULE",
"Lansoprazolo","14 UNITA' 30 MG - USO ORALE","A02BC03",28775094,"ZOTON","""30 MG COMPRESSE ORODISPERSIBILI"" 14 COMPRESSE",
"Latanoprost",2,"5 ML 50 MCG/ML - USO OFTALMICO SOLUZIONE","S01EE01",40719015,"ARULATAN",
"Latanoprost",2,"5 ML 50 MCG/ML - USO OFTALMICO SOLUZIONE","S01EE01",39874019,"DROPLATAN",
"Latanoprost",2,"5 ML 50 MCG/ML - USO OFTALMICO SOLUZIONE","S01EE01",38622015,"GALAXIA",
"Latanoprost",2,"5 ML 50 MCG/ML - USO OFTALMICO SOLUZIONE","S01EE01",39117015,"GLAK",
"Latanoprost",2,"5 ML 50 MCG/ML - USO OFTALMICO SOLUZIONE","S01EE01",39276011,"IOPIZE",
"Latanoprost",2,"5 ML 50 MCG/ML - USO OFTALMICO SOLUZIONE","S01EE01",38620011,"LATACRIS",
"Latanoprost",2,"5 ML 50 MCG/ML - USO OFTALMICO SOLUZIONE","S01EE01",39238011,"LATANOPROST ACTAVIS",
"Latanoprost",2,"5 ML 50 MCG/ML - USO OFTALMICO SOLUZIONE","S01EE01",39050012,"LATANOPROST BREATH",
"Latanoprost",2,"5 ML 50 MCG/ML - USO OFTALMICO SOLUZIONE","S01EE01",38621013,"LATANOPROST DOC GENERICI",
"Latanoprost",2,"5 ML 50 MCG/ML - USO OFTALMICO SOLUZIONE","S01EE01",39278015,"LATANOPROST EG",
"Latanoprost",2,"5 ML 50 MCG/ML - USO OFTALMICO SOLUZIONE","S01EE01",39983010,"LATANOPROST MYLAN GENERICS ITALIA",
"Latanoprost",2,"5 ML 50 MCG/ML - USO OFTALMICO SOLUZIONE","S01EE01",41375015,"LATANOPROST NTC",
"Latanoprost",2,"5 ML 50 MCG/ML - USO OFTALMICO SOLUZIONE","S01EE01",38626014,"LATANOPROST PENSA",
"Latanoprost",2,"5 ML 50 MCG/ML - USO OFTALMICO SOLUZIONE","S01EE01",39468018,"LATANOPROST RATIOPHARM ITALIA",
"Latanoprost",2,"5 ML 50 MCG/ML - USO OFTALMICO SOLUZIONE","S01EE01",41001013,"LATANOPROST SANDOZ",
"Latanoprost",2,"5 ML 50 MCG/ML - USO OFTALMICO SOLUZIONE","S01EE01",39119019,"LATANOPROST TECNIGEN",
"Latanoprost",2,"5 ML 50 MCG/ML - USO OFTALMICO SOLUZIONE","S01EE01",39972017,"LATANOPROST TUBILUX PHARMA",
"Latanoprost",2,"5 ML 50 MCG/ML - USO OFTALMICO SOLUZIONE","S01EE01",39974011,"LATANOPROST ZENTIVA",
"Latanoprost",2,"5 ML 50 MCG/ML - USO OFTALMICO SOLUZIONE","S01EE01",42281016,"LATANOSTILL",
"Latanoprost",2,"5 ML 50 MCG/ML - USO OFTALMICO SOLUZIONE","S01EE01",38613028,"LATAY",
"Latanoprost",2,"5 ML 50 MCG/ML - USO OFTALMICO SOLUZIONE","S01EE01",39118017,"MACUSIX",
"Latanoprost",2,"5 ML 50 MCG/ML - USO OFTALMICO SOLUZIONE","S01EE01",33219015,"XALATAN",
"Latanoprost",2,"5 ML 50 MCG/ML - USO OFTALMICO SOLUZIONE","S01EE01",39795012,"XALOST",
"Latanoprost + Timololo",2,"5 ML  50 MCG/ML + 5 MG/ML - USO OFTALMICO SOLUZIONE","S01ED51",42020014,"DROPLACOMB",
"Latanoprost + Timololo",2,"5 ML  50 MCG/ML + 5 MG/ML - USO OFTALMICO SOLUZIONE","S01ED51",40769010,"ECUTOL",
"Latanoprost + Timololo",2,"5 ML  50 MCG/ML + 5 MG/ML - USO OFTALMICO SOLUZIONE","S01ED51",41578028,"IMOLAST",
"Latanoprost + Timololo",2,"5 ML  50 MCG/ML + 5 MG/ML - USO OFTALMICO SOLUZIONE","S01ED51",42047011,"LATANOPROST E TIMOLOLO ACTAVIS",
"Latanoprost + Timololo",2,"5 ML  50 MCG/ML + 5 MG/ML - USO OFTALMICO SOLUZIONE","S01ED51",41505013,"LATANOPROST E TIMOLOLO DOC GENERICI",
"Latanoprost + Timololo",2,"5 ML  50 MCG/ML + 5 MG/ML - USO OFTALMICO SOLUZIONE","S01ED51",41504010,"LATANOPROST E TIMOLOLO EG",
"Latanoprost + Timololo",2,"5 ML  50 MCG/ML + 5 MG/ML - USO OFTALMICO SOLUZIONE","S01ED51",41507017,"LATANOPROST E TIMOLOLO MYLAN GENERICS",
"Latanoprost + Timololo",2,"5 ML  50 MCG/ML + 5 MG/ML - USO OFTALMICO SOLUZIONE","S01ED51",40754018,"LATANOPROST E TIMOLOLO SANDOZ",
"Latanoprost + Timololo",2,"5 ML  50 MCG/ML + 5 MG/ML - USO OFTALMICO SOLUZIONE","S01ED51",41586013,"LATANOPROST E TIMOLOLO TEVA ITALIA",
"Latanoprost + Timololo",2,"5 ML  50 MCG/ML + 5 MG/ML - USO OFTALMICO SOLUZIONE","S01ED51",40822013,"LATANOPROST TIMOLOLO ZENTIVA",
"Latanoprost + Timololo",2,"5 ML  50 MCG/ML + 5 MG/ML - USO OFTALMICO SOLUZIONE","S01ED51",35403017,"TAVU",
"Latanoprost + Timololo",2,"5 ML  50 MCG/ML + 5 MG/ML - USO OFTALMICO SOLUZIONE","S01ED51",35402015,"XALACOM",
"Leflunomide","30 UNITA' 20 MG - USO ORALE","L04AA13",34702074,"ARAVA","""20 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER AL/AL",
"Leflunomide","30 UNITA' 20 MG - USO ORALE","L04AA13",42083067,"LEFLUNOMIDE MEDAC","""20 MG COMPRESSA RIVESTITA CON FILM -USO ORALE - FLACONE (HDPE)"" 30 COMPRESSE RIVESTITE CON FILM",
"Leflunomide","30 UNITA' 20 MG - USO ORALE","L04AA13",41230107,"LEFLUNOMIDE MYLAN","""20 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN BLISTER PA/ALU/PVC-AL(ALU/ALU)",
"Leflunomide","30 UNITA' 20 MG - USO ORALE","L04AA13",40419172,"LEFLUNOMIDE SANDOZ","""20 MG COMPRESSE RIVESTITE CON FILM"" 30 COMPRESSE IN FLACONE HDPE",
